#                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_7_length_179149_cov_44.188672_159 -            441 18426at72274         -            352  2.5e-171  568.1   0.2   1   1  3.5e-173  2.5e-170  564.8   0.2     1   351    12   424    12   425 0.88 # 156411 # 157733 # -1 # ID=7_159;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.630
NODE_117_length_5890_cov_42.488946_4   -            319 18426at72274         -            352    0.0011   16.8   0.1   1   2   3.6e-06    0.0026   15.5   0.0    12    60    16    70     7    74 0.79 # 2834 # 3790 # 1 # ID=117_4;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.627
NODE_117_length_5890_cov_42.488946_4   -            319 18426at72274         -            352    0.0011   16.8   0.1   2   2       1.6   1.2e+03   -3.1   0.0   127   162   217   253   204   261 0.54 # 2834 # 3790 # 1 # ID=117_4;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.627
NODE_56_length_46114_cov_46.212184_42  -            857 18426at72274         -            352    0.0069   14.1   0.1   1   3   0.00081      0.58    7.8   0.0    20    61   184   228   177   247 0.71 # 42919 # 45489 # 1 # ID=56_42;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.605
NODE_56_length_46114_cov_46.212184_42  -            857 18426at72274         -            352    0.0069   14.1   0.1   2   3      0.02        14    3.3   0.0    39    60   594   615   561   626 0.87 # 42919 # 45489 # 1 # ID=56_42;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.605
NODE_56_length_46114_cov_46.212184_42  -            857 18426at72274         -            352    0.0069   14.1   0.1   3   3       3.3   2.4e+03   -4.1   0.0   121   149   748   776   745   790 0.72 # 42919 # 45489 # 1 # ID=56_42;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.605
NODE_20_length_101354_cov_42.563313_52 -            891 18426at72274         -            352     0.011   13.5   0.1   1   2    0.0039       2.8    5.6   0.0     2    54   199   248   198   257 0.83 # 64982 # 67654 # -1 # ID=20_52;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.635
NODE_20_length_101354_cov_42.563313_52 -            891 18426at72274         -            352     0.011   13.5   0.1   2   2    0.0048       3.4    5.3   0.0    12    60   593   647   586   665 0.71 # 64982 # 67654 # -1 # ID=20_52;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.635
NODE_23_length_96875_cov_43.769438_31  -            327 18426at72274         -            352     0.049   11.3   0.1   1   2   0.00025      0.18    9.5   0.1     2    60    16    69    15    76 0.89 # 35226 # 36206 # -1 # ID=23_31;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.640
NODE_23_length_96875_cov_43.769438_31  -            327 18426at72274         -            352     0.049   11.3   0.1   2   2      0.46   3.3e+02   -1.2   0.0    78   102   110   134   102   143 0.81 # 35226 # 36206 # -1 # ID=23_31;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.640
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /data2/PEG/hoaxaca/REAA/Pseudomonas/bin/busco_downloads/lineages/pseudomonadales_odb10/hmms/18426at72274.hmm
# Target file:     /data2/PEG/hoaxaca/REAA/Pseudomonas/bin/../out/busco/trim_75clip.spades_def/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /data2/PEG/hoaxaca/REAA/Pseudomonas/bin/../out/busco/trim_75clip.spades_def/run_pseudomonadales_odb10/hmmer_output/18426at72274.out --cpu 1 /data2/PEG/hoaxaca/REAA/Pseudomonas/bin/busco_downloads/lineages/pseudomonadales_odb10/hmms/18426at72274.hmm /data2/PEG/hoaxaca/REAA/Pseudomonas/bin/../out/busco/trim_75clip.spades_def/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /data2/PEG/hoaxaca/REAA/Pseudomonas/bin
# Date:            Mon Feb 20 00:31:56 2023
# [ok]
