# BUSCO version is: 5.3.2 
# The lineage dataset is: pseudomonadales_odb10 (Creation date: 2020-03-06, number of genomes: 159, number of BUSCOs: 782)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
5009at72274	Complete	NODE_10_length_139104_cov_45.561191	98287	100392	+	1213.1	627	https://www.orthodb.org/v10?query=5009at72274	polyribonucleotide nucleotidyltransferase
5031at72274	Complete	NODE_12_length_124139_cov_36.699728	106055	108154	-	953.9	584	https://www.orthodb.org/v10?query=5031at72274	phosphate acetyltransferase
5089at72274	Complete	NODE_50_length_54564_cov_36.982462	19527	21227	+	948.2	500	https://www.orthodb.org/v10?query=5089at72274	glutamine--tRNA ligase
5798at72274	Complete	NODE_4_length_186787_cov_37.321139	45034	46866	-	865.5	530	https://www.orthodb.org/v10?query=5798at72274	glutamine--fructose-6-phosphate aminotransferase
5969at72274	Complete	NODE_5_length_184381_cov_37.893162	5927	7726	+	1029.5	520	https://www.orthodb.org/v10?query=5969at72274	elongation factor 4
6086at72274	Complete	NODE_10_length_139104_cov_45.561191	133058	134782	+	1032.1	520	https://www.orthodb.org/v10?query=6086at72274	Acetolactate synthase
6134at72274	Complete	NODE_5_length_184381_cov_37.893162	84227	86089	+	796.5	512	https://www.orthodb.org/v10?query=6134at72274	molecular chaperone HscA
6190at72274	Complete	NODE_39_length_65238_cov_38.202860	18270	19985	+	898.8	486	https://www.orthodb.org/v10?query=6190at72274	proline--tRNA ligase
6205at72274	Complete	NODE_1_length_234130_cov_36.227372	77244	79172	-	680.9	509	https://www.orthodb.org/v10?query=6205at72274	lytic transglycosylase
6231at72274	Complete	NODE_6_length_179149_cov_37.409656	177633	178958	+	397.0	398	https://www.orthodb.org/v10?query=6231at72274	isocitrate lyase
6237at72274	Complete	NODE_10_length_139104_cov_45.561191	85924	87843	+	1090.0	555	https://www.orthodb.org/v10?query=6237at72274	ATP-dependent metalloprotease
6309at72274	Complete	NODE_25_length_92834_cov_37.159357	30506	32281	-	1048.0	539	https://www.orthodb.org/v10?query=6309at72274	aspartate--tRNA ligase
6339at72274	Complete	NODE_64_length_37962_cov_35.904846	9061	10899	-	877.2	519	https://www.orthodb.org/v10?query=6339at72274	excinuclease ABC subunit C
6352at72274	Complete	NODE_9_length_140286_cov_37.185344	76200	78020	-	1034.4	535	https://www.orthodb.org/v10?query=6352at72274	GTP-binding protein
6377at72274	Complete	NODE_37_length_68897_cov_36.672220	47451	49082	+	891.6	468	https://www.orthodb.org/v10?query=6377at72274	CTP synthase
6380at72274	Complete	NODE_10_length_139104_cov_45.561191	108564	110228	-	714.3	440	https://www.orthodb.org/v10?query=6380at72274	glucose-6-phosphate isomerase
6391at72274	Complete	NODE_1_length_234130_cov_36.227372	219093	221603	-	916.8	698	https://www.orthodb.org/v10?query=6391at72274	ABC transporter permease
6397at72274	Complete	NODE_29_length_79453_cov_37.397932	57467	59131	-	986.1	508	https://www.orthodb.org/v10?query=6397at72274	energy-dependent translational throttle protein EttA
6493at72274	Complete	NODE_5_length_184381_cov_37.893162	110899	112476	+	895.3	458	https://www.orthodb.org/v10?query=6493at72274	GMP synthase 
6653at72274	Complete	NODE_34_length_70130_cov_37.373257	17691	19274	+	939.8	457	https://www.orthodb.org/v10?query=6653at72274	peptide chain release factor 3
6860at72274	Complete	NODE_9_length_140286_cov_37.185344	14572	16308	+	595.6	445	https://www.orthodb.org/v10?query=6860at72274	arginine--tRNA ligase
7044at72274	Complete	NODE_16_length_109736_cov_37.510809	55137	56987	-	922.2	512	https://www.orthodb.org/v10?query=7044at72274	RNA polymerase sigma factor RpoD
7477at72274	Complete	NODE_81_length_21422_cov_36.915196	203	1786	-	829.5	432	https://www.orthodb.org/v10?query=7477at72274	glutamate--tRNA ligase
7583at72274	Complete	NODE_5_length_184381_cov_37.893162	166679	168388	+	778.7	493	https://www.orthodb.org/v10?query=7583at72274	single-stranded-DNA-specific exonuclease RecJ
7615at72274	Complete	NODE_72_length_29256_cov_32.680148	24574	26472	-	926.2	519	https://www.orthodb.org/v10?query=7615at72274	1-deoxy-D-xylulose-5-phosphate synthase
7643at72274	Complete	NODE_4_length_186787_cov_37.321139	52144	53688	-	890.7	420	https://www.orthodb.org/v10?query=7643at72274	ATP synthase subunit alpha
8141at72274	Complete	NODE_1_length_234130_cov_36.227372	165786	167480	+	895.1	475	https://www.orthodb.org/v10?query=8141at72274	30S ribosomal protein S1
8335at72274	Complete	NODE_3_length_201605_cov_36.105884	65950	67557	+	903.6	466	https://www.orthodb.org/v10?query=8335at72274	Bifunctional purine biosynthesis protein PurH
8410at72274	Complete	NODE_62_length_38743_cov_40.098144	13167	14672	-	791.2	448	https://www.orthodb.org/v10?query=8410at72274	glycerol kinase
8435at72274	Fragmented	NODE_128_length_3972_cov_32.724279	3051	3971	+	340.9	232	https://www.orthodb.org/v10?query=8435at72274	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
8457at72274	Complete	NODE_21_length_96859_cov_35.716489	43445	44968	+	588.1	412	https://www.orthodb.org/v10?query=8457at72274	apolipoprotein N-acyltransferase
8956at72274	Complete	NODE_47_length_57495_cov_38.265634	44907	46760	-	823.1	523	https://www.orthodb.org/v10?query=8956at72274	NADH-quinone oxidoreductase subunit L
8990at72274	Complete	NODE_24_length_93713_cov_36.507325	75772	77208	+	751.6	422	https://www.orthodb.org/v10?query=8990at72274	dihydrolipoyl dehydrogenase
9094at72274	Complete	NODE_9_length_140286_cov_37.185344	79948	81354	+	779.1	407	https://www.orthodb.org/v10?query=9094at72274	Glutamine synthetase
9146at72274	Complete	NODE_69_length_31151_cov_36.732088	10039	11541	+	829.9	420	https://www.orthodb.org/v10?query=9146at72274	lysine--tRNA ligase
9189at72274	Complete	NODE_26_length_88680_cov_35.325709	81622	82833	+	626.9	358	https://www.orthodb.org/v10?query=9189at72274	aminotransferase
9255at72274	Complete	NODE_7_length_160420_cov_35.917657	71418	73082	+	883.6	470	https://www.orthodb.org/v10?query=9255at72274	electron transfer flavoprotein-ubiquinone oxidoreductase
9260at72274	Complete	NODE_11_length_135406_cov_37.346085	1352	2809	+	727.0	420	https://www.orthodb.org/v10?query=9260at72274	ribonuclease G
9341at72274	Complete	NODE_1_length_234130_cov_36.227372	79385	81304	+	830.8	501	https://www.orthodb.org/v10?query=9341at72274	ABC transporter ATP-binding protein
9430at72274	Complete	NODE_11_length_135406_cov_37.346085	69535	71280	+	619.6	457	https://www.orthodb.org/v10?query=9430at72274	cell division protein
9496at72274	Complete	NODE_39_length_65238_cov_38.202860	10593	12236	-	884.5	471	https://www.orthodb.org/v10?query=9496at72274	molecular chaperone GroEL
9575at72274	Complete	NODE_25_length_92834_cov_37.159357	67720	69243	+	910.4	457	https://www.orthodb.org/v10?query=9575at72274	fumarate hydratase
9588at72274	Complete	NODE_39_length_65238_cov_38.202860	16539	18071	+	633.0	425	https://www.orthodb.org/v10?query=9588at72274	AmpG family muropeptide MFS transporter
9608at72274	Complete	NODE_6_length_179149_cov_37.409656	158442	160850	-	1008.4	595	https://www.orthodb.org/v10?query=9608at72274	cell division protein FtsK
9781at72274	Complete	NODE_36_length_69443_cov_35.935565	328	2031	-	747.5	442	https://www.orthodb.org/v10?query=9781at72274	type II secretion system protein E
9852at72274	Complete	NODE_5_length_184381_cov_37.893162	94487	95956	+	729.3	416	https://www.orthodb.org/v10?query=9852at72274	GTPase Der
9938at72274	Complete	NODE_47_length_57495_cov_38.265634	51995	53350	-	700.2	372	https://www.orthodb.org/v10?query=9938at72274	NADH-ubiquinone oxidoreductase 51kDa subunit, FMN-binding domain
9960at72274	Complete	NODE_5_length_184381_cov_37.893162	125483	126817	-	324.1	230	https://www.orthodb.org/v10?query=9960at72274	Membrane-bound lytic murein transglycosylase F
10023at72274	Complete	NODE_47_length_57495_cov_38.265634	43325	44857	-	752.2	434	https://www.orthodb.org/v10?query=10023at72274	NADH
10050at72274	Complete	NODE_44_length_58866_cov_36.168540	17940	19523	+	607.4	414	https://www.orthodb.org/v10?query=10050at72274	glutamate--cysteine ligase
10071at72274	Complete	NODE_23_length_94293_cov_37.233197	88038	89447	+	766.1	389	https://www.orthodb.org/v10?query=10071at72274	adenosylhomocysteinase
10120at72274	Complete	NODE_17_length_107317_cov_36.927915	23056	24861	-	807.2	506	https://www.orthodb.org/v10?query=10120at72274	Lipid A export ATP-binding/permease protein MsbA
10280at72274	Complete	NODE_4_length_186787_cov_37.321139	179771	181207	-	581.9	369	https://www.orthodb.org/v10?query=10280at72274	NAD(P) transhydrogenase subunit beta
10446at72274	Complete	NODE_26_length_88680_cov_35.325709	69602	70933	+	600.8	371	https://www.orthodb.org/v10?query=10446at72274	deoxyguanosinetriphosphate triphosphohydrolase
10449at72274	Complete	NODE_71_length_29834_cov_36.220625	1132	2520	-	662.8	380	https://www.orthodb.org/v10?query=10449at72274	Fumarate hydratase class II
10543at72274	Complete	NODE_21_length_96859_cov_35.716489	73318	74667	-	661.9	374	https://www.orthodb.org/v10?query=10543at72274	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase
10595at72274	Complete	NODE_10_length_139104_cov_45.561191	72266	73939	-	640.8	463	https://www.orthodb.org/v10?query=10595at72274	DNA repair protein RecN
10681at72274	Complete	NODE_29_length_79453_cov_37.397932	68980	70347	-	740.4	393	https://www.orthodb.org/v10?query=10681at72274	DNA repair protein RadA
10683at72274	Complete	NODE_1_length_234130_cov_36.227372	104854	106248	+	899.8	447	https://www.orthodb.org/v10?query=10683at72274	NAD(P)(+) transhydrogenase
10690at72274	Complete	NODE_5_length_184381_cov_37.893162	1811	3301	-	611.6	350	https://www.orthodb.org/v10?query=10690at72274	leucyl aminopeptidase
10772at72274	Complete	NODE_11_length_135406_cov_37.346085	71280	72743	+	491.1	370	https://www.orthodb.org/v10?query=10772at72274	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase
10968at72274	Complete	NODE_50_length_54564_cov_36.982462	7676	9373	+	655.9	481	https://www.orthodb.org/v10?query=10968at72274	membrane protein
10984at72274	Complete	NODE_4_length_186787_cov_37.321139	49826	51205	-	831.6	408	https://www.orthodb.org/v10?query=10984at72274	ATP synthase subunit beta
11020at72274	Complete	NODE_4_length_186787_cov_37.321139	65918	67438	+	562.9	355	https://www.orthodb.org/v10?query=11020at72274	Chromosomal replication initiator protein DnaA
11088at72274	Complete	NODE_6_length_179149_cov_37.409656	173142	174512	+	780.1	407	https://www.orthodb.org/v10?query=11088at72274	adenylosuccinate lyase
11099at72274	Complete	NODE_90_length_15854_cov_35.191151	7986	9404	+	817.5	419	https://www.orthodb.org/v10?query=11099at72274	3-isopropylmalate dehydratase large subunit
11118at72274	Complete	NODE_4_length_186787_cov_37.321139	62854	64536	-	837.8	483	https://www.orthodb.org/v10?query=11118at72274	Membrane protein insertase YidC
11213at72274	Complete	NODE_1_length_234130_cov_36.227372	100866	102329	+	728.7	420	https://www.orthodb.org/v10?query=11213at72274	Glyceraldehyde-3-phosphate dehydrogenase
11342at72274	Complete	NODE_7_length_160420_cov_35.917657	117003	119306	-	570.6	596	https://www.orthodb.org/v10?query=11342at72274	competence protein ComEC
11418at72274	Complete	NODE_3_length_201605_cov_36.105884	174614	176008	-	638.5	386	https://www.orthodb.org/v10?query=11418at72274	replicative DNA helicase
11441at72274	Complete	NODE_24_length_93713_cov_36.507325	66412	67701	-	744.6	362	https://www.orthodb.org/v10?query=11441at72274	Citrate synthase
11534at72274	Complete	NODE_7_length_160420_cov_35.917657	139929	141545	-	550.0	419	https://www.orthodb.org/v10?query=11534at72274	two-component sensor histidine kinase
11573at72274	Complete	NODE_22_length_94792_cov_34.952996	52763	54379	+	806.7	464	https://www.orthodb.org/v10?query=11573at72274	L-aspartate oxidase
11597at72274	Complete	NODE_36_length_69443_cov_35.935565	43850	45268	+	839.1	418	https://www.orthodb.org/v10?query=11597at72274	FAD-linked oxidase
11748at72274	Complete	NODE_21_length_96859_cov_35.716489	36961	38244	+	665.3	369	https://www.orthodb.org/v10?query=11748at72274	Glutamate-1-semialdehyde 2,1-aminomutase
11795at72274	Complete	NODE_39_length_65238_cov_38.202860	29250	30590	+	760.3	394	https://www.orthodb.org/v10?query=11795at72274	ribosomal protein S12 methylthiotransferase
11809at72274	Complete	NODE_10_length_139104_cov_45.561191	92194	93675	+	759.5	440	https://www.orthodb.org/v10?query=11809at72274	Transcription termination/antitermination protein NusA
11817at72274	Complete	NODE_9_length_140286_cov_37.185344	28670	30274	+	682.9	415	https://www.orthodb.org/v10?query=11817at72274	ubiquinone biosynthesis regulatory protein kinase UbiB
12019at72274	Complete	NODE_104_length_10932_cov_35.580675	7084	8589	+	906.8	449	https://www.orthodb.org/v10?query=12019at72274	amidophosphoribosyltransferase
12118at72274	Complete	NODE_17_length_107317_cov_36.927915	100622	102040	-	788.3	417	https://www.orthodb.org/v10?query=12118at72274	glutamate synthase
12305at72274	Complete	NODE_5_length_184381_cov_37.893162	109347	110816	+	811.4	432	https://www.orthodb.org/v10?query=12305at72274	IMP dehydrogenase
12335at72274	Complete	NODE_35_length_69566_cov_40.696566	39438	40766	-	731.6	378	https://www.orthodb.org/v10?query=12335at72274	Protein translocase subunit SecY
12585at72274	Complete	NODE_32_length_72191_cov_37.283631	26755	28056	+	662.3	380	https://www.orthodb.org/v10?query=12585at72274	D-amino acid dehydrogenase
12775at72274	Complete	NODE_27_length_84361_cov_36.889332	38084	39958	+	640.7	530	https://www.orthodb.org/v10?query=12775at72274	peptidyl-prolyl cis-trans isomerase
13129at72274	Complete	NODE_6_length_179149_cov_37.409656	154740	156020	-	667.2	371	https://www.orthodb.org/v10?query=13129at72274	serine--tRNA ligase
13261at72274	Complete	NODE_34_length_70130_cov_37.373257	64596	66041	-	805.5	432	https://www.orthodb.org/v10?query=13261at72274	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
13283at72274	Complete	NODE_27_length_84361_cov_36.889332	33603	34886	+	688.3	352	https://www.orthodb.org/v10?query=13283at72274	ATP-dependent Clp protease ATP-binding subunit ClpX
13427at72274	Complete	NODE_6_length_179149_cov_37.409656	153345	154739	-	629.6	413	https://www.orthodb.org/v10?query=13427at72274	Siroheme synthase
13443at72274	Complete	NODE_9_length_140286_cov_37.185344	88016	89542	+	744.3	428	https://www.orthodb.org/v10?query=13443at72274	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
13568at72274	Complete	NODE_37_length_68897_cov_36.672220	32481	33833	+	526.5	368	https://www.orthodb.org/v10?query=13568at72274	Zinc metalloprotease
13645at72274	Complete	NODE_4_length_186787_cov_37.321139	61403	62773	-	622.3	380	https://www.orthodb.org/v10?query=13645at72274	tRNA modification GTPase MnmE
13747at72274	Complete	NODE_10_length_139104_cov_45.561191	88720	90057	+	594.8	366	https://www.orthodb.org/v10?query=13747at72274	phosphoglucosamine mutase
13880at72274	Complete	NODE_62_length_38743_cov_40.098144	26248	27465	+	584.9	357	https://www.orthodb.org/v10?query=13880at72274	argininosuccinate synthase
13951at72274	Complete	NODE_32_length_72191_cov_37.283631	62100	63494	-	821.0	409	https://www.orthodb.org/v10?query=13951at72274	argininosuccinate lyase
14061at72274	Complete	NODE_4_length_186787_cov_37.321139	106081	107307	-	710.5	357	https://www.orthodb.org/v10?query=14061at72274	Tryptophan synthase beta chain
14115at72274	Complete	NODE_129_length_3363_cov_28.380895	760	2670	+	919.7	548	https://www.orthodb.org/v10?query=14115at72274	ABC transporter ATP-binding protein
14127at72274	Complete	NODE_45_length_58289_cov_36.775784	33008	34267	-	780.2	383	https://www.orthodb.org/v10?query=14127at72274	transcription termination factor Rho
14130at72274	Complete	NODE_11_length_135406_cov_37.346085	28073	29398	+	603.7	347	https://www.orthodb.org/v10?query=14130at72274	histidinol dehydrogenase
