#                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_19_length_101432_cov_35.922694_78 -            301 36169at72274         -            263  1.6e-149  494.8   0.5   1   1  3.5e-152  1.9e-149  494.6   0.5     1   263    12   296    12   296 0.96 # 79347 # 80249 # 1 # ID=19_78;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.632
NODE_132_length_2972_cov_32.745972_2   -            322 36169at72274         -            263   2.2e-07   28.9   0.0   1   1   5.8e-10   3.1e-07   28.4   0.0    13   186    38   209    30   236 0.83 # 829 # 1794 # 1 # ID=132_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.638
NODE_87_length_17597_cov_34.999544_4   -            372 36169at72274         -            263     7e-06   24.0   0.0   1   1   2.1e-08   1.1e-05   23.3   0.0    36   111   181   256   153   267 0.84 # 3671 # 4786 # 1 # ID=87_4;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.611
NODE_4_length_186787_cov_37.321139_98  -            409 36169at72274         -            263   0.00056   17.7   0.1   1   2   1.2e-05    0.0062   14.3   0.2    14   100    83   170    78   192 0.81 # 106081 # 107307 # -1 # ID=4_98;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.630
NODE_4_length_186787_cov_37.321139_98  -            409 36169at72274         -            263   0.00056   17.7   0.1   2   2      0.13        71    1.0   0.0   159   260   287   395   274   398 0.65 # 106081 # 107307 # -1 # ID=4_98;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.630
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /data2/PEG/hoaxaca/REAA/Pseudomonas/bin/busco_downloads/lineages/pseudomonadales_odb10/hmms/36169at72274.hmm
# Target file:     /data2/PEG/hoaxaca/REAA/Pseudomonas/bin/../out/busco/trim_130clip.spades_def/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /data2/PEG/hoaxaca/REAA/Pseudomonas/bin/../out/busco/trim_130clip.spades_def/run_pseudomonadales_odb10/hmmer_output/36169at72274.out --cpu 1 /data2/PEG/hoaxaca/REAA/Pseudomonas/bin/busco_downloads/lineages/pseudomonadales_odb10/hmms/36169at72274.hmm /data2/PEG/hoaxaca/REAA/Pseudomonas/bin/../out/busco/trim_130clip.spades_def/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /data2/PEG/hoaxaca/REAA/Pseudomonas/bin
# Date:            Mon Feb 20 00:26:24 2023
# [ok]
